no,nama,kategori,alamat,kota,lat,lng,plusCode,rating,jumlahUlasan,telepon,website,foto,jamBuka,linkMaps,sumberQuery
305,Setia Coffee,Kedai Kopi,"Jl. Topaz Raya No.21-22 Blok G, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1545608,119.440528,"RCWR+56 Masale, Kota Makassar, Sulawesi Selatan, Indonesia",4.5,45,+6281377308807,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkQxq6kloyqTWOtx8FIULKyI-0pYHXVjQ0yWcL-66OgpLapu4F85-qx-NLNvd1ACTbWt8NUqh8kclPyKJ8c1oSwnl_N0h1ykGmsaZZIy5FXkp59KKfjRw5wty_0wU56hVwk4wdw_Q=w408-h725-k-no,"Senin,08.00 hingga 23.00 | Selasa,08.00 hingga 23.00 | Rabu,08.00 hingga 23.00 | Kamis,08.00 hingga 23.00 | Jumat,08.00 hingga 23.00 | Sabtu,08.00 hingga 23.00 | Minggu,08.00 hingga 23.00",https://www.google.com/maps/place/Setia+Coffee/data=!4m7!3m6!1s0x2dbee2b8afe57b7d:0x916164f5d00562ad!8m2!3d-5.1545608!4d119.440528!16s%2Fg%2F11c17wg444!19sChIJfXvlr7jivi0RrWIF0PVkYZE,kedai kopi Makassar
306,Kopi Toraja Gandangbatu,Toko kopi,"MEGA MUTIARA MAKASSAR, Jl. Parumpa No.2 Blok E2, Daya, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90242, Indonesia",Makassar,-5.1138636,119.5056677,"VGP4+F7 Daya, Kota Makassar, Sulawesi Selatan, Indonesia",4.7,127,+6285298524914,https://id.shp.ee/uL8mViEQ,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkfVJPK9YhL2MhNgPjuSsZb2PBn-gcjM3iCeQucuLDIHhC7X5KZkBGjfCYF3rs_DrCKJWUv35SL7Wsv_vgFhUWRMkno-MCM5YeKTy98DGxw_7u-15wXCGqotR46nIn_K9R8YM7ij8AFTdnP=w408-h544-k-no,"Senin,07.00 hingga 18.00 | Selasa,07.00 hingga 18.00 | Rabu,07.00 hingga 18.00 | Kamis,07.00 hingga 18.00 | Jumat,07.00 hingga 18.00 | Sabtu,07.00 hingga 18.00 | Minggu,13.00 hingga 14.00",https://www.google.com/maps/place/Kopi+Toraja+Gandangbatu/data=!4m7!3m6!1s0x2dbefc9c0d5332fb:0xca6269ff19a78290!8m2!3d-5.1138636!4d119.5056677!16s%2Fg%2F11c31wmb06!19sChIJ-zJTDZz8vi0RkIKnGf9pYso,kedai kopi Makassar
307,Kopi Lorong Makassar,Kedai Kopi,"Jl. Sehati No.26, Karuwisi, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90232, Indonesia",Makassar,-5.1412962,119.4376911,"VC5Q+F3 Karuwisi, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,5,+6285343961449,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWla2X1rqAy-6RgtStCaAw7MyW0mKaPOhUfwmok3StdfCIgjt_npfxqY23dcZ3k1NEM9iFc7KqsGyRrUQ0UTkLoOXuP-c80syoCnCh7BIWNk_TkJfIF8lWsw5QSNV1XrZsGh4so=w408-h572-k-no,"Senin,11.00 hingga 02.00 | Selasa,11.00 hingga 02.00 | Rabu,11.00 hingga 02.00 | Kamis,11.00 hingga 02.00 | Jumat,11.00 hingga 02.00 | Sabtu,11.00 hingga 02.00 | Minggu,11.00 hingga 02.00",https://www.google.com/maps/place/Kopi+Lorong+Makassar/data=!4m7!3m6!1s0x2dbefda47682da89:0x1352d0c5413a9f10!8m2!3d-5.1412962!4d119.4376911!16s%2Fg%2F11mb_k0sw7!19sChIJidqCdqT9vi0REJ86QcXQUhM,kedai kopi Makassar
308,ESSENTIAL COFFEE,Kafe,"Ruko Mirah 2, Jl. Pengayoman, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1608182,119.4491286,"RCQX+MM Pandang, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,22,+6282318674572,https://www.instagram.com/essentialcoffee___?igsh=MW5kcmJwem81Z3pkcQ==,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl30wZ5bRDwAh2yM3Q2PX9AaVFkcFKI-9je2mwXfJmfAe3L94sS-X-PE0Eh_kwJm24ZK5fUAdJgT9283RThrXX5ifl5Qjduc5TVV5FWNd5PXstEQOaWjpgESUei8oXXQTNvOH2uerPfP8OF=w408-h725-k-no,"Senin,07.00 hingga 23.00 | Selasa,07.00 hingga 23.00 | Rabu,07.00 hingga 23.00 | Kamis,07.00 hingga 23.00 | Jumat,07.00 hingga 23.00 | Sabtu,07.00 hingga 23.00 | Minggu,07.00 hingga 23.00",https://www.google.com/maps/place/ESSENTIAL+COFFEE/data=!4m7!3m6!1s0x2dbee3002dcf8075:0xac65b99ea875867d!8m2!3d-5.1608182!4d119.4491286!16s%2Fg%2F11zbg15d__!19sChIJdYDPLQDjvi0RfYZ1qJ65Zaw,kedai kopi Makassar
309,Pohon kopi,Bar Kopi Espresso,"samping masjid fatul jihad, Jl. Pongtiku, La'latang, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90212, Indonesia",Makassar,-5.129611,119.4303832,"VCCJ+55 La'latang, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,4,+6282384145776,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlFEXva8Bo4lQCackHJgSSOqWsWA4A_K480bszvm1br-cXDNbbZ7bv-UamE3UNdOtmbM6MG1GPZneYmFK1L1KeL87YDxzuap6wYYatIYzJuHDj_LesWabiqXqhp3zF1h8H2wn_WgQ=w408-h544-k-no,"Senin,08.00 hingga 00.00 | Selasa,08.00 hingga 00.00 | Rabu,08.00 hingga 00.00 | Kamis,08.00 hingga 00.00 | Jumat,08.00 hingga 00.00 | Sabtu,08.00 hingga 00.00 | Minggu,08.00 hingga 00.00",https://www.google.com/maps/place/Pohon+kopi/data=!4m7!3m6!1s0x2dbefdb759212f0d:0x9ee4ec9e959e17ba!8m2!3d-5.129611!4d119.4303832!16s%2Fg%2F11kskx5gz4!19sChIJDS8hWbf9vi0RuheelZ7s5J4,kedai kopi Makassar
310,Kedai Kopi kulo,Kedai Kopi,"Jl. DR. Leimena No.88, Tello Baru, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90234, Indonesia",Makassar,-5.1492518,119.4749424,"VF2F+7X Tello Baru, Kota Makassar, Sulawesi Selatan, Indonesia",4.9,16,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk0D1mXeZ73hkCJKzT3LxOxk_wWH5cVQ7FSlXyfVHgY6fzj1rVL4BY5T_XYYbsyX4xOfmDGMNivuz-p8dpzdKu3imJ61rC9KyzUzsvltk8QdGkNh6Em-PY8zU3tzORISjIFfs8=w435-h240-k-no,"Senin,09.00 hingga 23.00 | Selasa,09.00 hingga 23.00 | Rabu,09.00 hingga 23.00 | Kamis,09.00 hingga 23.00 | Jumat,09.00 hingga 23.00 | Sabtu,09.00 hingga 23.00 | Minggu,09.00 hingga 23.00",https://www.google.com/maps/place/Kedai+Kopi+kulo/data=!4m7!3m6!1s0x2dbee3df7f18c335:0x604c418d71fd0161!8m2!3d-5.1492518!4d119.4749424!16s%2Fg%2F11tn0l5f5m!19sChIJNcMYf9_jvi0RYQH9cY1BTGA,kedai kopi Makassar
311,Warung Kopi Topanri,Kedai Kopi,"Jl. Opu Daeng Risadju No.174, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90122, Indonesia",Makassar,-5.1572361,119.4135991,"RCV7+4C Panambungan, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,99,+6285398269959,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlTLJE11BusxEHTXBk2Q4mXA_qIzVROk0HXHIpfFm0Qv1hlN1GVpV8R2D5JpQVR23sI3vhsk9LJNg7U_qHu-Cs59a21aMFVF-rpvmfsOlUQQHDaiW1OpDsKdJJ_uU0M94SxIT_h=w408-h272-k-no,"Senin,Buka 24 jam | Selasa,Buka 24 jam | Rabu,Buka 24 jam | Kamis,Buka 24 jam | Jumat,Buka 24 jam | Sabtu,Buka 24 jam | Minggu,Buka 24 jam",https://www.google.com/maps/place/Warung+Kopi+Topanri/data=!4m7!3m6!1s0x2dbf1d5eead94c77:0x38f5337d055b3550!8m2!3d-5.1572361!4d119.4135991!16s%2Fg%2F11hbjhtvt0!19sChIJd0zZ6l4dvy0RUDVbBX0z9Tg,kedai kopi Makassar
312,Warung Kopi Phoenam Ratulangi,Kedai Kopi,"Jl. DR. Ratulangi No.94, Mario, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125, Indonesia",Makassar,-5.1576569,119.416314,"RCR8+WG Mario, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,295,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkpnIODghCC2IatpcdniiZO1RZlg0NCRrj6SydFz3hPXQRJXl_Q77MSRvKVD0mvlWmLZx1HmXomxHfbG4ge6x5pG6ZWfOL3cXjSx96xpCjQDcrHy2VdPu0IRmru5il8VkLY-Tb9la7ZO2JX=w408-h306-k-no,"Senin,07.00 hingga 17.00 | Selasa,07.00 hingga 17.00 | Rabu,07.00 hingga 17.00 | Kamis,07.00 hingga 17.00 | Jumat,07.00 hingga 17.00 | Sabtu,07.00 hingga 17.00 | Minggu,07.00 hingga 12.00",https://www.google.com/maps/place/Warung+Kopi+Phoenam+Ratulangi/data=!4m7!3m6!1s0x2dbf1d5f4005b387:0xab7d7df92740c47!8m2!3d-5.1576569!4d119.416314!16s%2Fg%2F11b6zqnlx6!19sChIJh7MFQF8dvy0RRwx0kt_Xtwo,kedai kopi Makassar
313,Kedai Kopi Sudut,Kedai Kopi,"Jl. Pengayoman Komp.Taman Permata Sari. Makassar, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.1592139,119.4373253,"RCRP+8W Bua Kana, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,52,+6282252536060,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmRLEbvBF8zQF66cmPr7JRJMVXFLHz8r0jukrrKwphiPLJX9zOaUC7ylZvao1tGHKqbABivsIJG6_OHFF9Y8lASFndbQgJqhfOExuGl2xD1QC48b8mIXe3T65ns0w-v8-wU_jTRew=w408-h725-k-no,"Senin,11.00 hingga 23.00 | Selasa,11.00 hingga 23.00 | Rabu,11.00 hingga 23.00 | Kamis,11.00 hingga 23.00 | Jumat,10.00 hingga 23.00 | Sabtu,11.00 hingga 23.00 | Minggu,11.00 hingga 23.00",https://www.google.com/maps/place/Kedai+Kopi+Sudut/data=!4m7!3m6!1s0x2dbee3a8089fb57d:0xa6e5eac819bc61b3!8m2!3d-5.1592139!4d119.4373253!16s%2Fg%2F11jprqtq8c!19sChIJfbWfCKjjvi0Rs2G8Gcjq5aY,kedai kopi Makassar
314,Kedai Kopi Cengli,Kedai Kopi,"Jl. Datu Museng No.38, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90112, Indonesia",Makassar,-5.1435104,119.4083685,"VC45+H8 Maloku, Kota Makassar, Sulawesi Selatan, Indonesia",5,22,+6287762881915,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlibNVKBLRY1KPJL2G2YkjGKh7GGmaVC_pDB2qbdr6h5BTHcfnXcK3q22qAsTTlfkxfAucFddOwf9IJK727d0pGvwj0ttZaFkXLN4daB28KniyHrvBMQEd0V0ASNCukXAue0yIIDnKSKvgR=w408-h544-k-no,"Senin,06.00 hingga 23.30 | Selasa,06.00 hingga 23.30 | Rabu,06.00 hingga 23.30 | Kamis,06.00 hingga 23.30 | Jumat,06.00 hingga 23.30 | Sabtu,06.00 hingga 23.30 | Minggu,06.00 hingga 23.30",https://www.google.com/maps/place/Kedai+Kopi+Cengli/data=!4m7!3m6!1s0x2dbf1d006868ce3d:0x57b573f283988f61!8m2!3d-5.1435104!4d119.4083685!16s%2Fg%2F11vz8xjkgx!19sChIJPc5oaAAdvy0RYY-Yg_JztVc,kedai kopi Makassar
315,Warung Kopi Tirai Bambu,Kedai Kopi,"Jl. Hertasning Bar. No.71, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.1674239,119.446381,"RCMW+2H Bonto Makkio, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,200,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk9CrAQ39ctvGcXiaDEyCLV4f90Yi6BKZgubrjeitDHE0DpoJe5svchsC9-oPEKvdFZKgf4Hm3s3m69yI71zgFfr99-DMOTWZts4NbSWWvM2x9jxkc8E62DONE-ESCoD8-YF3mj=w426-h240-k-no,"Senin,07.00 hingga 02.00 | Selasa,07.00 hingga 02.00 | Rabu,07.00 hingga 02.00 | Kamis,07.00 hingga 02.00 | Jumat,07.00 hingga 02.00 | Sabtu,07.00 hingga 02.00 | Minggu,Tutup",https://www.google.com/maps/place/Warung+Kopi+Tirai+Bambu/data=!4m7!3m6!1s0x2dbee2eddcfbcff7:0x44e69d8528adeb1c!8m2!3d-5.1674239!4d119.446381!16s%2Fg%2F11b776l8zn!19sChIJ98_73O3ivi0RHOutKIWd5kQ,kedai kopi Makassar
316,Kopiteori Boulevard,Kedai Kopi,"Ruko Topaz, Jl. Boulevard, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1553447,119.4401516,"RCVR+V3 Masale, Kota Makassar, Sulawesi Selatan, Indonesia",4.3,71,+6281150202020,https://www.kopiteori.id/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkNdecos8c0EoxhynPeh3d5OpmxySkgiTw4zPmojuDLXrVNY48DVHjB0tEIGjdtZfe54rfhLFpK-WfPmZR3TsdqHsjxuQjVzBigxf_FrRqSivx_7QyG0UTQa-Zgg_Wt8QT2u3DC=w408-h544-k-no,"Senin,07.00 hingga 22.00 | Selasa,07.00 hingga 22.00 | Rabu,07.00 hingga 22.00 | Kamis,07.00 hingga 22.00 | Jumat,07.00 hingga 22.00 | Sabtu,07.00 hingga 22.00 | Minggu,07.00 hingga 22.00",https://www.google.com/maps/place/Kopiteori+Boulevard/data=!4m7!3m6!1s0x2dbee323c9cc71dd:0x1e936b62b27a9dbe!8m2!3d-5.1553447!4d119.4401516!16s%2Fg%2F11ljyn35pf!19sChIJ3XHMySPjvi0Rvp16smJrkx4,kedai kopi Makassar
317,Teras Kopi,Kedai Kopi,"VC96+8V6, Jl. Dr. Wahidin Sudirohusodo, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90171, Indonesia",Makassar,-5.1317189,119.4121458,,4.6,61,+6281524100038,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWldxQQawIWfmWilumaZNJW-HO7DENXr7QbG3LCH0e7hQfASmGyqXw1QfpsHMyNzB4_DdXU-3_B7ef49-U9kAxfqMKNteI_AFL_gqTcc85BVSINRDtCEe3DBanyOTpTbqayJ2QduRA=w493-h240-k-no,"Senin,07.30 hingga 19.00 | Selasa,07.30 hingga 19.00 | Rabu,07.30 hingga 19.00 | Kamis,07.30 hingga 19.00 | Jumat,07.30 hingga 19.00 | Sabtu,07.30 hingga 19.00 | Minggu,09.30 hingga 17.00",https://www.google.com/maps/place/Teras+Kopi/data=!4m7!3m6!1s0x2dbf02a5d632cd6b:0x8bf2831fe1c499a7!8m2!3d-5.1317189!4d119.4121458!16s%2Fg%2F11b806qfjq!19sChIJa80y1qUCvy0Rp5nE4R-D8os,kedai kopi Makassar
318,Kopikost - Coffee & Roastery,Kedai Kopi,"Jl. Racing Centre No.29 A, Karampuang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1444941,119.452607,"VF43+62 Karampuang, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,140,+6285342054652,https://kopikost.localo.site/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm01xqH6vrtXLyvBVYUfpjhHkz81ddARM8ZPR9SMubxg705fzIFpQLbXJo7rIVdw51mmiWdega86JlzpN1Rx14Pul_8ZtFI2hl2uKnurVhrdESWSNhEMlu-rUrMc6Lz8H0puz2K=w426-h240-k-no,"Senin,08.00 hingga 23.30 | Selasa,08.00 hingga 23.30 | Rabu,08.00 hingga 23.30 | Kamis,08.00 hingga 23.30 | Jumat,08.00 hingga 23.30 | Sabtu,08.00 hingga 23.30 | Minggu,08.00 hingga 23.30",https://www.google.com/maps/place/Kopikost+-+Coffee+%26+Roastery/data=!4m7!3m6!1s0x2dbee3712c0af581:0xaf2d95c47093cd0a!8m2!3d-5.1444941!4d119.452607!16s%2Fg%2F11krgnn7dc!19sChIJgfUKLHHjvi0RCs2TcMSVLa8,coffee shop Makassar
319,Box Coffee,Kedai Kopi,"Jl. Jend. Sudirman No.28, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115, Indonesia",Makassar,-5.1420714,119.4145588,"VC57+5R Sawerigading, Kota Makassar, Sulawesi Selatan, Indonesia",4.7,317,+6281388883765,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk2Pqtfsj58_8PBZXqp8mwIynnQkz-8Be4ZBonXjZf3bKdY8gI8gDAPmZiQIFaAQVIB87_7QSBnd8K-Xolz3zzGpXprTtrKfMoGD6BjT6whY6bTKDxTOFpRPSYEYqlRvR-n8HYoFuAYz0mA=w408-h544-k-no,"Senin,08.00 hingga 23.30 | Selasa,08.00 hingga 23.30 | Rabu,08.00 hingga 23.30 | Kamis,08.00 hingga 23.30 | Jumat,08.00 hingga 00.00 | Sabtu,08.00 hingga 00.00 | Minggu,08.00 hingga 00.00",https://www.google.com/maps/place/Box+Coffee/data=!4m7!3m6!1s0x2dbf0300288cb7fd:0x3dcc52391c7d8630!8m2!3d-5.1420714!4d119.4145588!16s%2Fg%2F11z58bfdln!19sChIJ_beMKAADvy0RMIZ9HDlSzD0,coffee shop Makassar
320,Aming Coffee Makasar,Kedai Kopi,"Jl. A. Mappanyukki No.42, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113, Indonesia",Makassar,-5.1486737,119.414617,"VC27+GR Kunjung Mae, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,299,+6282355524100,https://www.tiktok.com/@amingcoffee?_r=1&_t=ZS-91i8NtX0TuX,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnktH5JaOT_RdhDwbRzPwYgAEtFg9Jc7adFFBE1ZST8dcgQ8fqJX2Dc0s5JUmTJNTccuMG1-Wd7TyffsY-cmVxY1cEDJGnQjE-EI7BPbxWkWvchrl9lOyHTBiBioYzf_K3g6xlXCLRdUF4L=w408-h306-k-no,"Senin,07.00 hingga 23.00 | Selasa,07.00 hingga 23.30 | Rabu,07.00 hingga 23.30 | Kamis,07.00 hingga 23.30 | Jumat,07.00 hingga 23.30 | Sabtu,07.00 hingga 23.30 | Minggu,07.00 hingga 23.30",https://www.google.com/maps/place/Aming+Coffee+Makasar/data=!4m7!3m6!1s0x2dbf1d11f2b47833:0x4d1a48663570d4a7!8m2!3d-5.1486737!4d119.414617!16s%2Fg%2F11w901mp1p!19sChIJM3i08hEdvy0Rp9RwNWZIGk0,coffee shop Makassar
321,STORIAMO COFFE AND ROASTERY,Kedai Kopi,"RCWQ+CQX, Lorong2, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.153884,119.4394774,,4.6,67,+6282358412300,https://instagram.com/storia.mo?igshid=YmMyMTA2M2Y=,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmIax7JusAFtKlONDQsRgq_8SiaP5Z6XAWXUZD7Igg5lYwF04ZiieTQ2rhf7WIcirw1Azd29VRJFVcKTtncIYg1lla0bZiJLvFiT58KBr3gL_kwSIhhIYvAf0UJfZmRfThPQvs=w408-h304-k-no,"Senin,07.00 hingga 01.00 | Selasa,07.00 hingga 01.00 | Rabu,07.00 hingga 01.00 | Kamis,07.00 hingga 01.00 | Jumat,07.00 hingga 01.00 | Sabtu,07.00 hingga 01.00 | Minggu,07.00 hingga 01.00",https://www.google.com/maps/place/STORIAMO+COFFE+AND+ROASTERY/data=!4m7!3m6!1s0x2dbee3f281368c37:0xe808bd846fbd850f!8m2!3d-5.153884!4d119.4394774!16s%2Fg%2F11ss7q8tl4!19sChIJN4w2gfLjvi0RD4W9b4S9COg,coffee shop Makassar
322,Jae Coffee Social Space,Kedai Kopi,"Jl. Andi Djemma No.55, Mamajang Dalam, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.1629954,119.4220192,"RCPC+RR Mamajang Dalam, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,76,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlg5JBl0e4k8od2T7SAyP4i-biu704oHc2pFZE3t6rdc8I5Uhe9b3yv3qdlkVE703bBKCKMe6cyrdoBmweKbTPSxb4BMPtIUIfEvrSjyETW2XTbI44-Vps4LtWWUK2mcbP3jf0=w408-h544-k-no,"Senin,08.00 hingga 23.00 | Selasa,08.00 hingga 23.00 | Rabu,08.00 hingga 23.00 | Kamis,08.00 hingga 23.00 | Jumat,08.00 hingga 00.00 | Sabtu,08.00 hingga 00.00 | Minggu,08.00 hingga 00.00",https://www.google.com/maps/place/Jae+Coffee+Social+Space/data=!4m7!3m6!1s0x2dbee36fd3e4c957:0x91bb03f9afb87493!8m2!3d-5.1629954!4d119.4220192!16s%2Fg%2F11rwyhd950!19sChIJV8nk02_jvi0Rk3S4r_kDu5E,coffee shop Makassar
323,Kaldi House Coffee,Kafe,"Jl. G. Bambapuang II No.28, Lariang Bangi, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90144, Indonesia",Makassar,-5.1400208,119.4226264,"VC5F+X3 Lariang Bangi, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,447,+6285165659838,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkt89KZYV6dwquehk45lN-_Q0V2hhOFmEsSOgTGdfe4VTsCi4FxIGToWnNVSCAszuyU8mH71n8CS545wy8YknwnWRf1lsyjdcCO-Vvxlo2GQnP7PbydR6IUC23k9j9_abOMG2qvqypDhA-B=w408-h544-k-no,"Senin,08.00 hingga 22.00 | Selasa,08.00 hingga 22.00 | Rabu,08.00 hingga 22.00 | Kamis,08.00 hingga 22.00 | Jumat,08.00 hingga 22.00 | Sabtu,08.00 hingga 23.00 | Minggu,08.00 hingga 23.00",https://www.google.com/maps/place/Kaldi+House+Coffee/data=!4m7!3m6!1s0x2dbefd4832fa19b1:0x87c583e3dc3e8051!8m2!3d-5.1400208!4d119.4226264!16s%2Fg%2F11xcjj3601!19sChIJsRn6Mkj9vi0RUYA-3OODxYc,coffee shop Makassar
324,Sagaz Cafe & Roastery,Kedai Kopi,"Jl. Tupai No.31 A, Bonto Biraeng, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132, Indonesia",Makassar,-5.1581959,119.4209963,"RCRC+P9 Bonto Biraeng, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,46,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlRumMvn24BwV-hDNl9MuTCes8w-Yw-G7X2sP1QkhG0is4SMBhyaVwdpH_wUKQzsjKaA12q_14VALgnycsCJMInbqpKkVw_Bbe__GvjGlM8tQinJYVIHxSFvkQgwu9S04tnR_LlrA=w408-h306-k-no,"Senin,10.00 hingga 23.00 | Selasa,09.00 hingga 23.00 | Rabu,10.00 hingga 23.00 | Kamis,10.00 hingga 23.00 | Jumat,10.00 hingga 23.30 | Sabtu,10.00 hingga 23.30 | Minggu,10.00 hingga 23.00",https://www.google.com/maps/place/Sagaz+Cafe+%26+Roastery/data=!4m7!3m6!1s0x2dbee3ceebea8a8d:0x686a78026934bf70!8m2!3d-5.1581959!4d119.4209963!16s%2Fg%2F11v074m6nq!19sChIJjYrq687jvi0RcL80aQJ4amg,coffee shop Makassar
325,Ontheway coffee & eatery makassar,Kedai Kopi,"Pai, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90242, Indonesia",Makassar,-5.0982707,119.5126584,"WG27+M3 Pai, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,16,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmPvzZGTKskJo_OF4dMtMGiKzM7_Ekw3n3AwkuwszN5gRRASqM7uATqFn6v3wPpv01BGV0cEelVXHONd3PBDXzS_JjwDEHcyfNYqiV0yxGnLHhtNvxOdsO0t4tuSxK56avrJFAsU5HpQRo=w408-h544-k-no,"Senin,07.00 hingga 22.30 | Selasa,07.00 hingga 17.00 | Rabu,07.00 hingga 22.30 | Kamis,07.00 hingga 22.30 | Jumat,07.00 hingga 22.30 | Sabtu,08.00 hingga 23.30 | Minggu,08.00 hingga 23.30",https://www.google.com/maps/place/Ontheway+coffee+%26+eatery+makassar/data=!4m7!3m6!1s0x2dbefb002d7194ed:0x301fead2cccdff9f!8m2!3d-5.0982707!4d119.5126584!16s%2Fg%2F11ytb6wvcg!19sChIJ7ZRxLQD7vi0Rn__NzNLqHzA,coffee shop Makassar
326,PUSA COFFEE MAKASSAR,Kedai Kopi,"Jl. Perintis Kemerdekaan Jl. Poros Telkomas Lrg. 1 No.VI, Tamalanrea Jaya, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245, Indonesia",Makassar,-5.1234295,119.5068955,"VGG4+JQ Kapasa, Kota Makassar, Sulawesi Selatan, Indonesia",5,10,+6281343978487,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk-JNhbR_cSn4_0ubrkIYosP6Qj5wXiMcWHfT6_zr5JPznaC4QSOIQfprVFyAdQiuu0Fw1mSaK0F2NgaTTQWI9kLPaVnM-HHNWya3jI7XgWfTmI7OEoXq14Lk_J2xdit-uI6C0hc6B-G03G=w408-h724-k-no,"Senin,10.00 hingga 00.00 | Selasa,10.00 hingga 00.00 | Rabu,10.00 hingga 00.00 | Kamis,10.00 hingga 00.00 | Jumat,10.00 hingga 00.00 | Sabtu,10.00 hingga 00.00 | Minggu,10.00 hingga 00.00",https://www.google.com/maps/place/PUSA+COFFEE+MAKASSAR/data=!4m7!3m6!1s0x2dbefdab1df8b4b5:0x2d1dc504629f9b6c!8m2!3d-5.1234295!4d119.5068955!16s%2Fg%2F11yrc6n0b5!19sChIJtbT4Hav9vi0RbJufYgTFHS0,coffee shop Makassar
